Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
corazon-de-rosas,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/WhatsAppImage2022-02-09at8.56.56PM_1.png?v=1645984140,2,,,,,,,,,,,,,,,,,,,,,,
canasta-de-100-rosas,Canasta de rosas,"<p><span>Elegante arreglo floral, compuesto por 100 rosas rojas ecuatorianas, de botón grande. b</span><span>ellamente presentadas en una canasta de mimbre, estas  delicadas flores dirán lo que hay en tu corazón con más elocuencia que las palabras.</span></p>
<p><strong>Ocasión:</strong></p>
<p>Estas hermosas rosas rojas son el regalo  perfecto para enviar a quien siempre está en tu mente y en tu corazón.<strong><br></strong></p>
<p><strong>Medidas Aproximadas:</strong></p>
<p>50 cms de alto</p>
<p><strong>Productos:</strong></p>
<p>100 Rosas ecuatorianas</p>
<p>Canasto</p>",Florería Suecia,,,"",true,Tamaño,Mediano 35 rosas,,,,,"",1000.0,,87,deny,manual,80000,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/100rosasrojas.jpg?v=1601525922,1,,false,,,,,,,,,,,,,,,,,kg,,,active
canasta-de-100-rosas,,,,,,,,,Grande 62 rosas,,,,,"",1000.0,,96,deny,manual,125000,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
canasta-de-100-rosas,,,,,,,,,Extra-grande 100 rosas,,,,,"",1000.0,,96,deny,manual,170000,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
canasta-de-girasoles,Canasta de girasoles gigante,"<p>Hermosa canasta de girasoles y rosas ecuatorianas que  combina perfectamente el estilo campestre y la elegancia. </p>
<p><strong>Ocasión:</strong></p>
<p>Presente ideal para celebrar un día especial.</p>
<p><strong>Medidas aproximadas:</strong></p>
<p>40 a 50 cms de alto</p>
<p><strong>Productos:</strong></p>
<p>Girasoles ( 10 )</p>
<p>Rosas      ( 10 )</p>
<p>Canasto grande</p>
<p><strong> * FOTO REFERENCIAL</strong></p>",Florería Suecia,,,"",true,Title,Default Title,,,,,"",1000.0,,91,deny,manual,66000,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/CanastaGirasoles.png?v=1644599541,1,,false,,,,,,,,,,,,,,,,,kg,,,active
canasta-de-girasoles,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/sss.png?v=1644599541,2,,,,,,,,,,,,,,,,,,,,,,
canasta-de-girasoles,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/WhatsAppImage2022-02-11at1.58.06PM.png?v=1644599541,3,,,,,,,,,,,,,,,,,,,,,,
corazon-de-girasoles,Caja gigante de corazón de girasoles,"<p>Gran caja en forma de corazón, rellena de hermosos girasoles ordenados con mucho cuidado y delicadeza.</p>
<p> </p>
<p><span style=""text-decoration: underline;""><strong>Contiene:</strong></span></p>
<ul>
<li>Girasoles (9)</li>
<li>Caja de cartón forrado en forma de corazón</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Medidas aproximadas:</strong></span></p>
<ul>
<li>Caja: 20-30 cm de alto<br>
</li>
<li>Girasoles: 12-15 cm de diámetro</li>
</ul>",Florería Suecia,,,"",true,Title,Default Title,,,,,"",1000.0,,31,deny,manual,29990,39990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Corazondegirasoles...jpg?v=1601691430,1,,false,,,,,,,,,,,,,,,,,kg,,,active
bouquet-de-girasoles-y-rosas,Bouquet de rosas y girasoles,"<p>Ramo de rosas y girasoles en forma redonda (se ve por todas las caras).</p>
<ul>
<li>12 rosas ecuatorianas</li>
<li>3 girasoles</li>
<li>Follaje</li>
<li>Papel, cinta, detalles.</li>
</ul>
<p> </p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",1000.0,,80,deny,manual,43990,48990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/ramorosasygirasolesgrande.jpg?v=1601691778,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
ramo-de-girasoles,Bouquet  de girasoles y rosas,"<p>Un ramo de rosas ecuatorianas de botón grande, y girasoles silvestres, envueltos en papel y malla floral, hacen el ramo perfecto para una ocasión especial.</p>
<p><strong>Ocasión:</strong></p>
<p>Toda ocasión</p>
<p><strong>Medidas aproximadas:</strong></p>
<p>40 a 50 cms de largo</p>
<p><strong>Productos:</strong></p>
<p>Girasoles ( 8 )</p>
<p>Rosas importadas ( 8 )</p>
<p>Papel y malla floral</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",1000.0,shopify,95,deny,manual,44800,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Ramodegirasoles.jpg?v=1601691922,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
centro-de-mesa-girasoles,Centro de mesa Girasoles,"<p>Si estás pensando en una celebración, aquí tienes este hermoso centro de mesa, elaborado con alegres girasoles,  haciendo  contraste con el  de color rojo de elegantes rosas ecuatorianas, combinado con el verde del follaje de temporada, presentado en una base apropiada.<br></p>
<p> <strong>Ocasión:  </strong>Decoración de casa, celebración de una fecha especial; cumpleaños, aniversarios o cualquier otra ocasión.</p>
<p><strong>Medidas Aproximadas:</strong></p>
<p>25 cms de alto</p>
<p> </p>
<p><strong>Productos:</strong></p>
<p>6 girasoles</p>
<p>8 rosas</p>
<p>Palmilla u otro follaje de temporada</p>
<p>Base</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",1000.0,,82,deny,manual,34990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/centrodemesagirasoles.png?v=1627393004,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
arbol-navidad,Arbolito Navideño,"<p> Dale vida a tu hogar en estas fiestas y ambienta tu casa para vivir un momento mágico. Te recomendamos pedirlo para el 23-24 de diciembre para que se mantenga en perfectas condiciones.</p>
<p><span style=""font-weight: 400;""><strong>Altura:</strong> 50 cm.</span></p>
<p><b>Productos: </b><strong>﻿</strong>rosas, claveles, pino, base rústica, cinta.</p>
<ul></ul>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",1000.0,shopify,54,deny,manual,39990,56990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/arbolnavidadfsuecia.jpg?v=1640001652,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
centro-de-mesa-ano-nuevo,Centro de mesa Año Nuevo,"<p>Centro de mesa navideño en tonos amarillos, morados y blancos.</p>
<p>Girasoles, Lisianthus morados, ilusión,.</p>
<p>El amarillo representa la felicidad y prosperidad y el violeta o morado representa la dignidad y nobleza.</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",1000.0,,93,deny,manual,25000,29900,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/centrodemesa_4b8cecba-8ad1-4f20-8297-d69e27a56889.png?v=1609209623,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
corona-de-flores-corazon,Corona de flores corazón de Condolencias,"<p><strong>Medidas aproximadas<br></strong>35 - 45 cm de diámetro</p>
<p>NO INCLUYE ATRIL</p>
<p><strong>Contiene:<br></strong><span data-mce-fragment=""1"" mce-data-marked=""1"">Corona completa en maule blanco<br></span>6 Lisianthus rosados<br>3 Rosas blancas<br>Relleno en claveles en color rosado</p>
<p><em>Nuestros arreglos están sujetos en cambios en flores y floreros dependiendo del stock de estos y la temporada en la que nos encontremos, a pesar de esto, garantizamos que el producto será de excelente calidad y diseño.</em></p>",Florería Suecia,,,"corona, corona de flores, corona flores",true,Title,Default Title,,,,,"",1000.0,,6453,deny,manual,43990,55000,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Coronafloresrosada.png?v=1610460438,1,,false,,,,,,,,,,,,,,,,,kg,,,active
caja-de-rosas-rojas,Caja redonda de rosas rojas,<p>Delicada caja de rosas hecha para crear momentos épicos que perdurarán para toda la vida.</p>,Florería Suecia,,,"",true,Cantidad de rosas,4,,,,,"",1000.0,shopify,7,deny,manual,19990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/sssssssss.png?v=1642721743,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/caja4rosas.png?v=1642721743,kg,,,active
caja-de-rosas-rojas,,,,,,,,,7,,,,,"",1000.0,shopify,33,deny,manual,28990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/caja4rosas.png?v=1642721743,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/sdasd_0b27e3f5-665b-4c7c-b28e-a452caf12afa.png?v=1642721743,kg,,,
caja-de-rosas-rojas,,,,,,,,,12,,,,,"",1000.0,shopify,61,deny,manual,39990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/sdasd_0b27e3f5-665b-4c7c-b28e-a452caf12afa.png?v=1642721743,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/sssssssss.png?v=1642721743,kg,,,
caja-de-flores-mix-lilas-y-rosados,Caja de flores mix lilas y rosados,"<p>Caja mix en tonalidades <strong>lila-morado-rosado. </strong></p>
<p>Ideal si quieres generar un recuerdo memorable.</p>
<p>(Ten en cuenta que las flores de este producto son variables de acuerdo a la temporada, confía en nosotros con esta elección).</p>",Florería Suecia,,,"",true,Tamaño,Pequeña,,,,,"",1000.0,shopify,35,deny,manual,18990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajagrandemixflores_088262d7-c09a-4c43-8103-3b8d59e3054e.png?v=1645984588,1,,false,,,,,,,,,,,,,,,,,kg,,,active
caja-de-flores-mix-lilas-y-rosados,,,,,,,,,Mediana,,,,,"",1000.0,shopify,9978,deny,manual,25990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/d2655e691a46eea643fd4605e4d0e507.png?v=1645984588,2,,,,,,,,,,,,,,,,,,,kg,,,
caja-de-flores-mix-lilas-y-rosados,,,,,,,,,Grande,,,,,"",1000.0,shopify,79,deny,manual,33990,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
pizarra-y-corazon-de-rosas-rosadas,Corazón de rosas rosadas  en caja pizarra,"<p>Delicado arreglo en forma de  corazón elaborado con rosas ecuatorianas de color rosado, combinado con toques de estate en tonos lilas, preparado en  original caja de madera con respaldo de pizarra, donde puedes solicitar el texto;</p>
<p><strong>TE AMO,    TE QUIERO,  o  TE EXTRAÑO</strong></p>
<p>PRODUCTOS</p>
<p>21 rosas ecuatorianas</p>
<p>Estate</p>
<p>Caja de madera</p>
<p> </p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",1000.0,shopify,0,deny,manual,44900,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/pizarracorazon.png?v=1612914003,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
corona-celestial,Corona Celestial de Condolencias,"<p><strong>Medidas aproximadas</strong></p>
<p>60-70 cm de diámetro<br></p>
<p>NO INCLUYE ATRIL</p>
<p><strong>Contiene:<br></strong>3 Girasoles<br>6 Rosas rosadas<br>6 flores lisianthus<br>Contorno completo en maule blanco<br>follaje de temporada<br>Ilusión <br></p>
<p><em>Nuestros arreglos están sujetos en cambios en flores dependiendo del stock de estas y la temporada en la que nos encontremos, a pesar de esto, garantizamos que el producto será de excelente calidad y diseño.</em></p>
<p> </p>",Florería Suecia,,,"",true,Title,Default Title,,,,,"",1000.0,,-70,deny,manual,59980,69990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/coronahermosa_1024x1024_e28d8de9-596f-43e3-8c1a-935c36e3317a.png?v=1642642584,1,,false,,,,,,,,,,,,,,,,,kg,,,active
caja-de-flores-con-chocolates-bozzo,Caja de flores con chocolates bozzo,"<p>Hermosa y elegante cajita con mix floral de tamaño mediano (17 cm de diámetro, 20 cm altura) compuesta de lisianthus en tonos morado, rosado, claveles blancos, maules y toques de ilusión y palmilla.</p>
<p>La caja está disponible en color blanco y negro y contiene también 6 bombones de fino chocolate marca bozzo .</p>
<p> </p>",Florería Suecia,,,"",false,Color de la caja,Blanco,,,,,"",1000.0,shopify,0,deny,manual,39990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajita.png?v=1620080109,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-de-flores-con-chocolates-bozzo,,,,,,,,,Negro,,,,,"",1000.0,shopify,0,deny,manual,39990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajaflores2.png?v=1620080109,2,,,,,,,,,,,,,,,,,,,kg,,,
caja-de-flores-con-chocolates-bozzo,,,,,,,,,Rojo,,,,,"",1000.0,shopify,95,deny,manual,39990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/producto222.png?v=1620080109,3,,,,,,,,,,,,,,,,,,,kg,,,
corona-de-corazon-gerberas,Corona de corazón gerberas,"<p>Hermosa corona corazón gerberas</p>
<p>55 cm aprox de ancho y 60 alto</p>
<p>NO INCLUYE ATRIL</p>",Florería Suecia,,,"",true,Title,Default Title,,,,,"",1000.0,,-18,deny,manual,44990,64990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/corazondegerberas.jpg?v=1627564869,1,,false,,,,,,,,,,,,,,,,,kg,,,active
florero-cuadrado-de-hortensia-blanca,compra de prueba,"<ul>
<li>Elegante y simple florero cuadrado de 10x10 compuesto de 2 hortensias blancas.</li>
<li>Altura; 20 cm aproximadamente.</li>
</ul>",Florería Suecia,,,"",false,Color,Blanca,,,,,"",0.0,,9963,continue,manual,500,19990,true,false,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/arreglofloralhortensia.png?v=1630221161,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
conejito-de-peluche,Conejito de Peluche,<p></p>,Florería Suecia,,,"",false,Color,Coral,,,,,"",0.0,shopify,2,deny,manual,7990,9990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/image_50364673.jpg?v=1630106777,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/image_50364673.jpg?v=1630106777,kg,,,draft
conejito-de-peluche,,,,,,,,,Rosa,,,,,"",0.0,shopify,2,deny,manual,7990,9990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/image_50354433.jpg?v=1630106790,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/image_50354433.jpg?v=1630106790,kg,,,
copia-de-corona-de-flores-pequena-marco-foto,Copia de Corona de Flores Pequeña + Marco foto,<p></p>,Florería Suecia,,,"",false,Title,Default Title,,,,,,0.0,shopify,0,deny,manual,0,,true,true,"",,,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-mediana-corazon-mix-de-flores,Caja mediana corazón mix de flores,"<p>Caja mediana con mix de flores dependiendo de la estación.</p>
<p> </p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-42,deny,manual,19990,24990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajacorazonflores.png?v=1632405825,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
cajita-pequena-de-flores-mix,Cajita pequeña de flores mix,"<p>Cajita tamaño pequeña (10 cm diametro)</p>
<p>las flores en este arreglo varían de acuerdo al stock del día</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-83,deny,manual,16990,19990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajadefloreschica.png?v=1632408785,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
ramo-de-15-tulipanes,Bouquet de tulipanes MIX,"<p>Ramo de 15 tulipanes en tela rafia</p>
<p> </p>
<p> </p>",Florería Suecia,,,"",false,Title,Default Title,,,,,15,1000.0,,-31,deny,manual,42990,45990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/ramotulipanes.png?v=1632714230,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-de-clavelinas-japonesas,Caja de clavelinas japonesas,<p>Hermosa caja de aprox 25 cm de ancho compuesta por un mix de clavelinas japonesas rosadas - buerdeo - rojas</p>,Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-54,deny,manual,22990,29990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajaclavelinas.png?v=1633366449,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
ramo-novia-1-prueba,"Bouquet de 12, 24 o 36 rosas blancas con ilusión de la novia","<p>Elegante y simple bouquet de novias compuesto de 12, 24 o 36 rosas blancas acompañado de ilusión de la novia.</p>",Florería Suecia,,,"",true,Cantidad de rosas,8,,,,,6999999,1000.0,shopify,9999,deny,manual,24990,39990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/32323.png?v=1638103227,1,,false,,,,,,,,,,,,,,,,,kg,,,active
ramo-novia-1-prueba,,,,,,,,,12,,,,,7000000,1000.0,shopify,9998,deny,manual,36600,39990,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ramo-novia-1-prueba,,,,,,,,,24,,,,,7000001,1000.0,shopify,9999,deny,manual,70000,39990,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ramo-novia-1-prueba,,,,,,,,,36,,,,,7000002,1000.0,shopify,9999,deny,manual,99000,39990,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ramo-novia-1-prueba,,,,,,,,,48,,,,,7000003,1000.0,shopify,9999,deny,manual,120000,39990,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,,,
cascada-de-rosas-rojas-y-rosadas,Cascada de rosas rojas y rosadas,"<p>Ramo de novia con caída cascada compuesto de rosas rosadas, rojas, eucalipto y detalles en flores rosadas y rojas.</p>
<p>(10 Rosas rosadas, 10 rosas rojas)</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,0,deny,manual,39990,59990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/ramo3.png?v=1638102611,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-bozzo-navidena,Caja Bozzo,"<p>Cajita de madera con chocolates Bozzo adornada con flores.</p>
<p>-8 tabletitas de chocolate bozzo 8gr c/u<br>-Mix de flores<br>-Caja de madera</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,4,0.0,shopify,0,deny,manual,19990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajabozzo2.png?v=1640120295,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-corazon-rosas-pequena,Caja corazón rosas pequeña,<p>Caja en forma de corazón tamaño pequeño compuesta de 7 rosas rojas ecuatorianas de gran botón.</p>,Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-8,deny,manual,27900,33900,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/caja7rosasconmarcadeagua.png?v=1642704995,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-navidena-con-espumante,Caja Espumante 375 cc,"<p>Espumante 375 cc y mix de flores en tonos rosados, en cajita de madera en vuelto en papel celofán y cinta</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,shopify,11,deny,manual,24990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajanavidena111.png?v=1640041720,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-vacaciones,Caja Volcanes,"<p>Cuadro de fotos, tabla de picar, cerveza volcanes y girasol en una cajita de madera envuelta en celofán y cinta</p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-1,deny,manual,19990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajanavidad999.png?v=1640090568,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-corazon-mix-con-valivieso-375cc,Caja corazón mix con Valdivieso 375cc,"Caja con forma de corazón tamaño grande (32 cm de ancho) compuesta por un mix de flores en diferentes tonos dependiendo de nuestro stock (las flores pueden ser diferentes a las de la foto, dependiendo de la temporada en la que estemos, pero el arreglo siempre quedará hermoso. ¡Confía en nosotras!). Además, incluye una botella de espumante Valdivieso de 375 cc.
<p> </p>",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-26,deny,manual,29990,34990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajavaldivieso_1.png?v=1642640868,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-corazon-mix-con-valivieso-375cc,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Valdiviesobotellaspngconarbolesdefondo.png?v=1642640895,2,,,,,,,,,,,,,,,,,,,,,,
caja-de-rosas-con-espumante-375-valdivieso,Caja de rosas con espumante Valdivieso 375cc,Caja de 6 rosas ecuatorianas decorado con ilusión de la novia + espumante Valdivieso 375cc,Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-8,deny,manual,34990,45990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/valdivieso3.png?v=1642513914,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
caja-de-rosas-con-espumante-375-valdivieso,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/valdivieso4.png?v=1642514280,2,,,,,,,,,,,,,,,,,,,,,,
caja-de-rosas-con-espumante-375-valdivieso,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/valdivieso2.png?v=1642514280,3,,,,,,,,,,,,,,,,,,,,,,
caja-girasoles-y-lisianthus,Caja girasoles y lisianthus,Caja de 15 cm de diámetro en color negro compuesta por 4 girasoles y complementada por lisianthus morados y/o rosados junto con flores de relleno en los mismo tonos y toques de ilusión.,Florería Suecia,,,"",true,Title,Default Title,,,,,"",0.0,,-77,deny,manual,27990,32990,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/WhatsAppImage2022-01-17at15.03.43.png?v=1642522820,1,,false,,,,,,,,,,,,,,,,,kg,,,active
caja-girasoles-y-lisianthus,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/ssss.png?v=1642522820,2,,,,,,,,,,,,,,,,,,,,,,
caja-girasoles-y-lisianthus,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Cajagirasolesylisianthusfondolila.png?v=1642522794,3,,,,,,,,,,,,,,,,,,,,,,
caja-girasoles-y-lisianthus,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/cajagirasolesylisianthusvistadesdearribafondolila.png?v=1642522794,4,,,,,,,,,,,,,,,,,,,,,,
bouquet-50-rosas,Bouquet 50 Rosas,"",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,0,deny,manual,79990,,true,false,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/YEYA-EDIT.jpg?v=1642721111,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
bouquet-50-rosas,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Yeyi.jpg?v=1642721111,2,,,,,,,,,,,,,,,,,,,,,,
bouquet-50-rosas,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/WhatsAppImage2022-01-19at16.51.19.jpg?v=1642721111,3,,,,,,,,,,,,,,,,,,,,,,
bouquet-premium-50-rosas-rojas,Bouquet Premium 50 Rosas Rojas,"<p>Bouquet de rosas (50 unidades).</p>
<p>Rosa ecuatoriana premium de botón grande, envuelto en delicado papel negro con cinta de color rojo. </p>",Florería Suecia,,,"",true,Title,Default Title,,,,,"",0.0,,-28,deny,manual,79990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/ramo50rosas.png?v=1642782415,1,,false,,,,,,,,,,,,,,,,,kg,,,active
bouquet-premium-50-rosas-rojas,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Yoconfloresfondociudadpng.png?v=1642782487,2,,,,,,,,,,,,,,,,,,,,,,
aros-corazon,Aros corazón,"",Florería Suecia,,,"",true,Title,Default Title,,,,,"",0.0,shopify,2,deny,manual,4990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/asasas.png?v=1642883948,1,,false,,,,,,,,,,,,,,,,,kg,,,active
chocolatitos-bozzo-8-8-gr-c-u,Chocolatitos Bozzo (8) 8 gr c/u,"",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-3,deny,manual,6990,,true,true,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/64960965_1145768602290665_577433493676490752_n.jpg?v=1643066077,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
chocolatitos-bozzo-8-8-gr-c-u,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/05506-300x300.jpg?v=1643066078,2,,,,,,,,,,,,,,,,,,,,,,
bouquet-100-rosas-rojas,Bouquet Premium 100 Rosas Rojas,"",Florería Suecia,,,"",false,Title,Default Title,,,,,"",0.0,,-2,deny,manual,169990,,true,false,"",https://cdn.shopify.com/s/files/1/0336/9346/6669/products/1a1Cata.jpg?v=1643844030,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
bouquet-100-rosas-rojas,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0336/9346/6669/products/Producto100Rosas-1a1.jpg?v=1643844034,2,,,,,,,,,,,,,,,,,,,,,,
